단어,어간근사,총건수,문서수,통상수용_건수,통상수용_비율,통상수용_lift,견적반영_건수,견적반영_비율,견적반영_lift,계약·질의검토_건수,계약·질의검토_비율,계약·질의검토_lift,최대lift_라벨,최대lift,chi2_p,모델기여_통상수용,모델기여_견적반영,모델기여_계약·질의검토,모델기여_합
사항,사항,44,10,17,0.3864,0.755,7,0.1591,0.684,20,0.4545,1.78,계약·질의검토,1.78,0.007944,0.0109,0.0,0.0309,0.0418
테스트는,테스트,4,2,3,0.75,1.465,0,0.0,0.0,1,0.25,0.979,통상수용,1.465,0.501542,0.0,0.0,0.0418,0.0418
보안서약서를,보안서약서,4,4,3,0.75,1.465,0,0.0,0.0,1,0.25,0.979,통상수용,1.465,0.501542,0.0386,0.0,0.0031,0.0417
월간보고,월간보고,4,4,4,1.0,1.953,0,0.0,0.0,0,0.0,0.0,통상수용,1.953,0.147302,0.0417,0.0,0.0,0.0417
감사,감사,21,6,2,0.0952,0.186,12,0.5714,2.456,7,0.3333,1.305,견적반영,2.456,0.000101,0.0,0.0412,0.0,0.0412
요청할,요청할,12,7,3,0.25,0.488,3,0.25,1.074,6,0.5,1.958,계약·질의검토,1.958,0.105796,0.0,0.0,0.0411,0.0411
영역,영역,6,3,4,0.6667,1.302,0,0.0,0.0,2,0.3333,1.305,계약·질의검토,1.305,0.400244,0.0411,0.0,0.0,0.0411
개발을,개발,6,5,3,0.5,0.977,3,0.5,2.149,0,0.0,0.0,견적반영,2.149,0.182792,0.0406,0.0,0.0,0.0406
사용자에게,사용자,30,7,11,0.3667,0.716,5,0.1667,0.716,14,0.4667,1.827,계약·질의검토,1.827,0.0263,0.0088,0.0,0.0317,0.0405
검사,검사,20,9,8,0.4,0.781,3,0.15,0.645,9,0.45,1.762,계약·질의검토,1.762,0.126735,0.0,0.0,0.0404,0.0404
지원할,지원할,23,3,7,0.3043,0.595,10,0.4348,1.869,6,0.2609,1.021,견적반영,1.869,0.046699,0.0,0.0221,0.0181,0.0402
10GE,10GE,3,1,0,0.0,0.0,0,0.0,0.0,3,1.0,3.915,계약·질의검토,3.915,0.012436,0.0,0.0,0.0402,0.0402
가능할,가능할,22,3,8,0.3636,0.71,10,0.4545,1.953,4,0.1818,0.712,견적반영,1.953,0.044754,0.0,0.0319,0.0081,0.04
권한관리,권한관리,3,2,2,0.6667,1.302,1,0.3333,1.433,0,0.0,0.0,견적반영,1.433,0.594346,0.04,0.0,0.0,0.04
오류가,오류,7,6,4,0.5714,1.116,0,0.0,0.0,3,0.4286,1.678,계약·질의검토,1.678,0.283925,0.0399,0.0,0.0,0.0399
자원관리,자원관리,5,4,3,0.6,1.172,1,0.2,0.86,1,0.2,0.783,통상수용,1.172,0.923241,0.0398,0.0,0.0,0.0398
점검을,점검,8,6,1,0.125,0.244,4,0.5,2.149,3,0.375,1.468,견적반영,2.149,0.071005,0.0397,0.0,0.0,0.0397
입력한,입력한,11,7,2,0.1818,0.355,2,0.1818,0.781,7,0.6364,2.492,계약·질의검토,2.492,0.012162,0.0109,0.0,0.0287,0.0396
시스템의,시스템,72,9,33,0.4583,0.895,13,0.1806,0.776,26,0.3611,1.414,계약·질의검토,1.414,0.092305,0.0,0.0,0.0395,0.0395
관련,관련,155,10,67,0.4323,0.844,36,0.2323,0.998,52,0.3355,1.314,계약·질의검토,1.314,0.03045,0.0195,0.0,0.0199,0.0394
업무를,업무,11,7,5,0.4545,0.888,1,0.0909,0.391,5,0.4545,1.78,계약·질의검토,1.78,0.251374,0.0,0.0392,0.0,0.0392
포함한,포함한,52,10,22,0.4231,0.826,14,0.2692,1.157,16,0.3077,1.205,계약·질의검토,1.205,0.415764,0.0253,0.0138,0.0,0.0391
공사는,공사,4,2,3,0.75,1.465,0,0.0,0.0,1,0.25,0.979,통상수용,1.465,0.501542,0.0,0.0,0.0391,0.0391
정보,정보,132,10,58,0.4394,0.858,41,0.3106,1.335,33,0.25,0.979,견적반영,1.335,0.060265,0.039,0.0,0.0,0.039
가능하여야,가능하여야,8,3,4,0.5,0.977,1,0.125,0.537,3,0.375,1.468,계약·질의검토,1.468,0.651726,0.0282,0.0104,0.0,0.0386
10초,10초,3,3,1,0.3333,0.651,0,0.0,0.0,2,0.6667,2.61,계약·질의검토,2.61,0.236826,0.0,0.0,0.0385,0.0385
선택,선택,35,8,12,0.3429,0.67,10,0.2857,1.228,13,0.3714,1.454,계약·질의검토,1.454,0.111495,0.0,0.0,0.0384,0.0384
과업,과업,23,9,10,0.4348,0.849,2,0.087,0.374,11,0.4783,1.873,계약·질의검토,1.873,0.030001,0.0287,0.0,0.0097,0.0384
사용률,사용률,10,5,0,0.0,0.0,5,0.5,2.149,5,0.5,1.958,견적반영,2.149,0.004874,0.0046,0.0338,0.0,0.0384
비교,비교,28,7,5,0.1786,0.349,14,0.5,2.149,9,0.3214,1.258,견적반영,2.149,0.000404,0.0,0.0383,0.0,0.0383
기술지원을,기술지원,6,4,0,0.0,0.0,2,0.3333,1.433,4,0.6667,2.61,계약·질의검토,2.61,0.025305,0.0,0.0,0.0382,0.0382
모니터,모니터,6,5,1,0.1667,0.326,3,0.5,2.149,2,0.3333,1.305,견적반영,2.149,0.182285,0.0,0.0382,0.0,0.0382
추출할,추출할,3,2,0,0.0,0.0,3,1.0,4.298,0,0.0,0.0,견적반영,4.298,0.006995,0.0,0.0379,0.0,0.0379
프로토타입,프로토타입,3,2,3,1.0,1.953,0,0.0,0.0,0,0.0,0.0,통상수용,1.953,0.238141,0.0379,0.0,0.0,0.0379
추가,추가,65,9,18,0.2769,0.541,18,0.2769,1.19,29,0.4462,1.747,계약·질의검토,1.747,0.000118,0.0,0.0,0.0378,0.0378
납품,납품,15,8,2,0.1333,0.26,4,0.2667,1.146,9,0.6,2.349,계약·질의검토,2.349,0.003291,0.0,0.0,0.0377,0.0377
추출하여,추출하여,7,5,0,0.0,0.0,4,0.5714,2.456,3,0.4286,1.678,견적반영,2.456,0.01909,0.0,0.0377,0.0,0.0377
콘텐츠의,콘텐츠,4,4,4,1.0,1.953,0,0.0,0.0,0,0.0,0.0,통상수용,1.953,0.147302,0.0377,0.0,0.0,0.0377
코딩,코딩,3,3,2,0.6667,1.302,0,0.0,0.0,1,0.3333,1.305,계약·질의검토,1.305,0.633592,0.0377,0.0,0.0,0.0377
수행,수행,215,10,93,0.4326,0.845,54,0.2512,1.079,68,0.3163,1.238,계약·질의검토,1.238,0.019046,0.0,0.0354,0.0022,0.0376
환경,환경,75,10,19,0.2533,0.495,25,0.3333,1.433,31,0.4133,1.618,계약·질의검토,1.618,1.5e-05,0.0,0.0223,0.0152,0.0375
ECM,ECM,11,2,2,0.1818,0.355,4,0.3636,1.563,5,0.4545,1.78,계약·질의검토,1.78,0.085504,0.0,0.0,0.0375,0.0375
프롬프트를,프롬프트,6,5,1,0.1667,0.326,3,0.5,2.149,2,0.3333,1.305,견적반영,2.149,0.182285,0.0,0.0253,0.0122,0.0375
워크플로우,워크플로우,8,4,0,0.0,0.0,7,0.875,3.76,1,0.125,0.489,견적반영,3.76,7.6e-05,0.0,0.0374,0.0,0.0374
사용자를,사용자,5,3,4,0.8,1.563,0,0.0,0.0,1,0.2,0.783,통상수용,1.563,0.359644,0.0374,0.0,0.0,0.0374
네트워크,네트워크,59,9,13,0.2203,0.43,19,0.322,1.384,27,0.4576,1.792,계약·질의검토,1.792,1.2e-05,0.0,0.0372,0.0,0.0372
기준으로,기준,32,9,11,0.3438,0.672,7,0.2188,0.94,14,0.4375,1.713,계약·질의검토,1.713,0.045919,0.0372,0.0,0.0,0.0372
추진되도록,추진되도록,3,3,3,1.0,1.953,0,0.0,0.0,0,0.0,0.0,통상수용,1.953,0.238141,0.0371,0.0,0.0,0.0371
수행사는,수행사,17,5,8,0.4706,0.919,1,0.0588,0.253,8,0.4706,1.842,계약·질의검토,1.842,0.065641,0.0,0.0,0.037,0.037
모니터링을,모니터링,9,6,7,0.7778,1.519,2,0.2222,0.955,0,0.0,0.0,통상수용,1.519,0.166909,0.037,0.0,0.0,0.037
도움말,도움말,5,4,5,1.0,1.953,0,0.0,0.0,0,0.0,0.0,통상수용,1.953,0.091019,0.037,0.0,0.0,0.037
요구하는,요구하,15,6,1,0.0667,0.13,4,0.2667,1.146,10,0.6667,2.61,계약·질의검토,2.61,0.000323,0.0,0.0,0.0369,0.0369
협의를,협의,12,8,6,0.5,0.977,1,0.0833,0.358,5,0.4167,1.631,계약·질의검토,1.631,0.300196,0.0,0.0,0.0368,0.0368
대응방안을,대응방안,8,4,2,0.25,0.488,1,0.125,0.537,5,0.625,2.447,계약·질의검토,2.447,0.055042,0.0218,0.0149,0.0,0.0367
보안대책을,보안대책,6,5,2,0.3333,0.651,2,0.3333,1.433,2,0.3333,1.305,견적반영,1.433,0.676146,0.0138,0.0,0.0229,0.0367
시간이,시간,5,3,1,0.2,0.391,0,0.0,0.0,4,0.8,3.132,계약·질의검토,3.132,0.018661,0.0,0.0,0.0367,0.0367
제거하기,제거하기,3,3,3,1.0,1.953,0,0.0,0.0,0,0.0,0.0,통상수용,1.953,0.238141,0.0367,0.0,0.0,0.0367
평가하기,평가하기,3,3,3,1.0,1.953,0,0.0,0.0,0,0.0,0.0,통상수용,1.953,0.238141,0.0367,0.0,0.0,0.0367
데이터셋을,데이터셋,6,2,0,0.0,0.0,6,1.0,4.298,0,0.0,0.0,견적반영,4.298,4.7e-05,0.0197,0.0168,0.0,0.0365
백업/복구,백업/복구,5,4,2,0.4,0.781,2,0.4,1.719,1,0.2,0.783,견적반영,1.719,0.674271,0.0,0.0,0.0363,0.0363
부담,부담,23,6,8,0.3478,0.679,2,0.087,0.374,13,0.5652,2.213,계약·질의검토,2.213,0.00218,0.0,0.0,0.0361,0.0361
보안대책,보안대책,8,4,5,0.625,1.221,2,0.25,1.074,1,0.125,0.489,통상수용,1.221,0.687501,0.036,0.0,0.0,0.036
운영되고,운영되고,3,3,3,1.0,1.953,0,0.0,0.0,0,0.0,0.0,통상수용,1.953,0.238141,0.036,0.0,0.0,0.036
설계하여야,설계하여야,7,4,4,0.5714,1.116,2,0.2857,1.228,1,0.1429,0.559,견적반영,1.228,0.785088,0.0359,0.0,0.0,0.0359
검증하고,검증하고,5,2,1,0.2,0.391,0,0.0,0.0,4,0.8,3.132,계약·질의검토,3.132,0.018661,0.0358,0.0,0.0,0.0358
산출물과,산출물,4,4,3,0.75,1.465,0,0.0,0.0,1,0.25,0.979,통상수용,1.465,0.501542,0.0358,0.0,0.0,0.0358
착수보고회,착수보고회,4,4,4,1.0,1.953,0,0.0,0.0,0,0.0,0.0,통상수용,1.953,0.147302,0.0358,0.0,0.0,0.0358
제품은,제품,8,5,1,0.125,0.244,1,0.125,0.537,6,0.75,2.936,계약·질의검토,2.936,0.005272,0.0,0.0,0.0357,0.0357
단계에서,단계,11,6,4,0.3636,0.71,4,0.3636,1.563,3,0.2727,1.068,견적반영,1.563,0.519025,0.0,0.0355,0.0,0.0355
수집대상,수집대상,3,2,1,0.3333,0.651,1,0.3333,1.433,1,0.3333,1.305,견적반영,1.433,0.822805,0.0,0.0314,0.0041,0.0355
규정,규정,30,9,12,0.4,0.781,7,0.2333,1.003,11,0.3667,1.436,계약·질의검토,1.436,0.322836,0.0,0.0,0.0353,0.0353
탐지,탐지,27,6,4,0.1481,0.289,12,0.4444,1.91,11,0.4074,1.595,견적반영,1.91,0.000535,0.0,0.0353,0.0,0.0353
검색을,검색,14,6,4,0.2857,0.558,8,0.5714,2.456,2,0.1429,0.559,견적반영,2.456,0.010378,0.017,0.0183,0.0,0.0353
이상)에,이상),3,3,0,0.0,0.0,0,0.0,0.0,3,1.0,3.915,계약·질의검토,3.915,0.012436,0.0,0.0,0.0353,0.0353
작업,작업,39,10,17,0.4359,0.852,15,0.3846,1.653,7,0.1795,0.703,견적반영,1.653,0.066604,0.0,0.0352,0.0,0.0352
중인,중인,37,9,12,0.3243,0.634,8,0.2162,0.929,17,0.4595,1.799,계약·질의검토,1.799,0.011235,0.0352,0.0,0.0,0.0352
상담,상담,11,2,2,0.1818,0.355,4,0.3636,1.563,5,0.4545,1.78,계약·질의검토,1.78,0.085504,0.0,0.0351,0.0,0.0351
준수사항,준수사항,6,4,2,0.3333,0.651,2,0.3333,1.433,2,0.3333,1.305,견적반영,1.433,0.676146,0.0351,0.0,0.0,0.0351
제품의,제품,4,3,1,0.25,0.488,0,0.0,0.0,3,0.75,2.936,계약·질의검토,2.936,0.069923,0.0,0.0,0.0351,0.0351
관리가,관리,6,3,2,0.3333,0.651,2,0.3333,1.433,2,0.3333,1.305,견적반영,1.433,0.676146,0.0282,0.0067,0.0,0.0349
발생하였을,발생하였,6,4,2,0.3333,0.651,0,0.0,0.0,4,0.6667,2.61,계약·질의검토,2.61,0.055561,0.0,0.0,0.0349,0.0349
정확도,정확,9,5,2,0.2222,0.434,2,0.2222,0.955,5,0.5556,2.175,계약·질의검토,2.175,0.09538,0.0,0.0,0.0348,0.0348
진행하여야,진행하여야,5,3,3,0.6,1.172,1,0.2,0.86,1,0.2,0.783,통상수용,1.172,0.923241,0.0251,0.0,0.0097,0.0348
프로젝트를,프로젝트,4,4,3,0.75,1.465,1,0.25,1.074,0,0.0,0.0,통상수용,1.465,0.478031,0.0348,0.0,0.0,0.0348
확정하여야,확정하여야,4,4,3,0.75,1.465,1,0.25,1.074,0,0.0,0.0,통상수용,1.465,0.478031,0.0348,0.0,0.0,0.0348
단위로,단위,19,7,7,0.3684,0.72,8,0.4211,1.81,4,0.2105,0.824,견적반영,1.81,0.142888,0.0347,0.0,0.0,0.0347
여부,여부,47,9,15,0.3191,0.623,15,0.3191,1.372,17,0.3617,1.416,계약·질의검토,1.416,0.025027,0.0346,0.0,0.0,0.0346
일반,일반,26,8,11,0.4231,0.826,4,0.1538,0.661,11,0.4231,1.656,계약·질의검토,1.656,0.130582,0.0345,0.0,0.0,0.0345
할당,할당,14,4,3,0.2143,0.419,7,0.5,2.149,4,0.2857,1.119,견적반영,2.149,0.032122,0.0,0.0345,0.0,0.0345
조직도,조직,6,3,2,0.3333,0.651,1,0.1667,0.716,3,0.5,1.958,계약·질의검토,1.958,0.385998,0.0343,0.0,0.0,0.0343
장애발생에,장애발생,5,4,1,0.2,0.391,0,0.0,0.0,4,0.8,3.132,계약·질의검토,3.132,0.018661,0.0,0.0,0.0343,0.0343
체계적으로,체계적,17,5,9,0.5294,1.034,3,0.1765,0.758,5,0.2941,1.152,계약·질의검토,1.152,0.840654,0.0342,0.0,0.0,0.0342
대화창,대화창,3,1,0,0.0,0.0,3,1.0,4.298,0,0.0,0.0,견적반영,4.298,0.006995,0.0,0.0341,0.0,0.0341
문서화,문서화,13,5,5,0.3846,0.751,6,0.4615,1.984,2,0.1538,0.602,견적반영,1.984,0.141015,0.0,0.034,0.0,0.034
환경과,환경,12,6,1,0.0833,0.163,7,0.5833,2.507,4,0.3333,1.305,견적반영,2.507,0.003935,0.0,0.0,0.0339,0.0339
처리하여,처리하여,3,3,0,0.0,0.0,2,0.6667,2.865,1,0.3333,1.305,견적반영,2.865,0.132095,0.0,0.0339,0.0,0.0339
표시,표시,31,7,13,0.4194,0.819,12,0.3871,1.664,6,0.1935,0.758,견적반영,1.664,0.116239,0.0,0.0337,0.0,0.0337
품질을,품질,13,6,5,0.3846,0.751,5,0.3846,1.653,3,0.2308,0.904,견적반영,1.653,0.415459,0.0337,0.0,0.0,0.0337
표준(단어,표준(단어,4,4,4,1.0,1.953,0,0.0,0.0,0,0.0,0.0,통상수용,1.953,0.147302,0.0335,0.0,0.0,0.0335
사항에,사항,17,8,4,0.2353,0.46,3,0.1765,0.758,10,0.5882,2.303,계약·질의검토,2.303,0.005699,0.0,0.0,0.0334,0.0334
계획을,계획,33,9,14,0.4242,0.829,7,0.2121,0.912,12,0.3636,1.424,계약·질의검토,1.424,0.342101,0.0333,0.0,0.0,0.0333
질의응답,질의응답,14,7,4,0.2857,0.558,5,0.3571,1.535,5,0.3571,1.398,견적반영,1.535,0.22957,0.0,0.0,0.0333,0.0333
제시해야,제시해야,29,9,10,0.3448,0.674,9,0.3103,1.334,10,0.3448,1.35,계약·질의검토,1.35,0.187692,0.0055,0.0,0.0273,0.0328
준수한,준수한,9,6,5,0.5556,1.085,1,0.1111,0.478,3,0.3333,1.305,계약·질의검토,1.305,0.66127,0.0328,0.0,0.0,0.0328
삭제,삭제,42,9,20,0.4762,0.93,12,0.2857,1.228,10,0.2381,0.932,견적반영,1.228,0.707133,0.0327,0.0,0.0,0.0327
디스플레이,디스플레,5,5,1,0.2,0.391,0,0.0,0.0,4,0.8,3.132,계약·질의검토,3.132,0.018661,0.0,0.0,0.0327,0.0327
단계에,단계,5,2,0,0.0,0.0,4,0.8,3.438,1,0.2,0.783,견적반영,3.438,0.008281,0.0,0.0326,0.0,0.0326
기준·규칙,기준·규칙,3,1,1,0.3333,0.651,2,0.6667,2.865,0,0.0,0.0,견적반영,2.865,0.183378,0.0326,0.0,0.0,0.0326
최적화,최적화,38,9,13,0.3421,0.668,13,0.3421,1.47,12,0.3158,1.236,견적반영,1.47,0.08906,0.0,0.0325,0.0,0.0325
정제,정제,13,8,5,0.3846,0.751,6,0.4615,1.984,2,0.1538,0.602,견적반영,1.984,0.141015,0.0,0.0325,0.0,0.0325
형상관리가,형상관리,4,3,3,0.75,1.465,1,0.25,1.074,0,0.0,0.0,통상수용,1.465,0.478031,0.0325,0.0,0.0,0.0325
보고는,보고,3,3,3,1.0,1.953,0,0.0,0.0,0,0.0,0.0,통상수용,1.953,0.238141,0.0325,0.0,0.0,0.0325
추출하고,추출하고,3,3,1,0.3333,0.651,0,0.0,0.0,2,0.6667,2.61,계약·질의검토,2.61,0.236826,0.0,0.0325,0.0,0.0325
메인화면,메인화면,4,3,4,1.0,1.953,0,0.0,0.0,0,0.0,0.0,통상수용,1.953,0.147302,0.0324,0.0,0.0,0.0324
모델로,모델,3,1,0,0.0,0.0,1,0.3333,1.433,2,0.6667,2.61,계약·질의검토,2.61,0.160029,0.0,0.0324,0.0,0.0324
이해하기,이해하기,8,5,6,0.75,1.465,0,0.0,0.0,2,0.25,0.979,통상수용,1.465,0.250033,0.0323,0.0,0.0,0.0323
응답이,응답,3,2,0,0.0,0.0,1,0.3333,1.433,2,0.6667,2.61,계약·질의검토,2.61,0.160029,0.0,0.0,0.0323,0.0323
장비,장비,42,9,12,0.2857,0.558,9,0.2143,0.921,21,0.5,1.958,계약·질의검토,1.958,0.000621,0.0,0.0,0.0322,0.0322
사용량,사용량,19,7,3,0.1579,0.308,10,0.5263,2.262,6,0.3158,1.236,견적반영,2.262,0.002227,0.0321,0.0,0.0,0.0321
조직도를,조직도,3,1,1,0.3333,0.651,2,0.6667,2.865,0,0.0,0.0,견적반영,2.865,0.183378,0.0321,0.0,0.0,0.0321
공사가,공사,7,3,3,0.4286,0.837,1,0.1429,0.614,3,0.4286,1.678,계약·질의검토,1.678,0.557571,0.0,0.0,0.032,0.032
연계표준이나,연계표준,4,3,4,1.0,1.953,0,0.0,0.0,0,0.0,0.0,통상수용,1.953,0.147302,0.032,0.0,0.0,0.032
사용자별,사용자별,19,9,11,0.5789,1.131,7,0.3684,1.583,1,0.0526,0.206,견적반영,1.583,0.08939,0.0282,0.0,0.0036,0.0318
이전,이전,18,7,5,0.2778,0.543,4,0.2222,0.955,9,0.5,1.958,계약·질의검토,1.958,0.043408,0.0,0.0,0.0316,0.0316
답변,답변,31,7,8,0.2581,0.504,12,0.3871,1.664,11,0.3548,1.389,견적반영,1.664,0.013802,0.0,0.0,0.0315,0.0315
답변을,답변,12,6,1,0.0833,0.163,5,0.4167,1.791,6,0.5,1.958,계약·질의검토,1.958,0.011228,0.0,0.0,0.0315,0.0315
관리에,관리,5,5,2,0.4,0.781,2,0.4,1.719,1,0.2,0.783,견적반영,1.719,0.674271,0.0296,0.0019,0.0,0.0315
표준안을,표준안,5,4,2,0.4,0.781,0,0.0,0.0,3,0.6,2.349,계약·질의검토,2.349,0.162847,0.0314,0.0,0.0,0.0314
지원하며,지원하며,4,3,0,0.0,0.0,2,0.5,2.149,2,0.5,1.958,견적반영,2.149,0.120558,0.0,0.0243,0.007,0.0313
기준이,기준,6,3,1,0.1667,0.326,0,0.0,0.0,5,0.8333,3.263,계약·질의검토,3.263,0.004728,0.0221,0.0,0.0091,0.0312
접근하는,접근하,3,2,1,0.3333,0.651,1,0.3333,1.433,1,0.3333,1.305,견적반영,1.433,0.822805,0.0312,0.0,0.0,0.0312
검토기준,검토기준,5,1,2,0.4,0.781,3,0.6,2.579,0,0.0,0.0,견적반영,2.579,0.11521,0.0311,0.0,0.0,0.0311
조치사항을,조치사항,4,4,1,0.25,0.488,3,0.75,3.223,0,0.0,0.0,견적반영,3.223,0.04539,0.0,0.0,0.0311,0.0311
90%를,90%,4,3,0,0.0,0.0,0,0.0,0.0,4,1.0,3.915,계약·질의검토,3.915,0.002863,0.0,0.0,0.031,0.031
변환,변환,31,9,6,0.1935,0.378,13,0.4194,1.802,12,0.3871,1.516,견적반영,1.802,0.001273,0.0,0.0308,0.0,0.0308
구축된,구축된,20,8,4,0.2,0.391,3,0.15,0.645,13,0.65,2.545,계약·질의검토,2.545,0.000209,0.0,0.0308,0.0,0.0308
개인정보보호법,개인정보보호법,12,8,5,0.4167,0.814,2,0.1667,0.716,5,0.4167,1.631,계약·질의검토,1.631,0.431509,0.0129,0.0107,0.007,0.0306
하자,하자,7,5,2,0.2857,0.558,1,0.1429,0.614,4,0.5714,2.237,계약·질의검토,2.237,0.156651,0.0,0.0,0.0304,0.0304
적정,적정,6,3,1,0.1667,0.326,2,0.3333,1.433,3,0.5,1.958,계약·질의검토,1.958,0.213995,0.0,0.0304,0.0,0.0304
적정한,적정한,6,4,2,0.3333,0.651,0,0.0,0.0,4,0.6667,2.61,계약·질의검토,2.61,0.055561,0.0,0.0304,0.0,0.0304
조치해야,조치해야,5,5,2,0.4,0.781,0,0.0,0.0,3,0.6,2.349,계약·질의검토,2.349,0.162847,0.0,0.0,0.0304,0.0304
도구별,도구별,4,1,1,0.25,0.488,1,0.25,1.074,2,0.5,1.958,계약·질의검토,1.958,0.476048,0.0,0.0304,0.0,0.0304
조치한,조치한,4,3,3,0.75,1.465,0,0.0,0.0,1,0.25,0.979,통상수용,1.465,0.501542,0.0,0.0,0.0304,0.0304
프로세스,프로세스,28,10,11,0.3929,0.767,11,0.3929,1.688,6,0.2143,0.839,견적반영,1.688,0.124037,0.0303,0.0,0.0,0.0303
초기,초기,26,8,16,0.6154,1.202,3,0.1154,0.496,7,0.2692,1.054,통상수용,1.202,0.339328,0.0301,0.0,0.0,0.0301
민원,민원,20,3,9,0.45,0.879,10,0.5,2.149,1,0.05,0.196,견적반영,2.149,0.007417,0.0,0.0301,0.0,0.0301
정의서,정의서,3,3,1,0.3333,0.651,0,0.0,0.0,2,0.6667,2.61,계약·질의검토,2.61,0.236826,0.0301,0.0,0.0,0.0301
관리자로,관리자,4,3,3,0.75,1.465,1,0.25,1.074,0,0.0,0.0,통상수용,1.465,0.478031,0.03,0.0,0.0,0.03
가능하도록,가능하도록,47,10,13,0.2766,0.54,13,0.2766,1.189,21,0.4468,1.749,계약·질의검토,1.749,0.001605,0.0,0.014,0.0158,0.0298
업무시스템,업무시스템,5,5,1,0.2,0.391,0,0.0,0.0,4,0.8,3.132,계약·질의검토,3.132,0.018661,0.0298,0.0,0.0,0.0298
도입을,도입,6,3,3,0.5,0.977,1,0.1667,0.716,2,0.3333,1.305,계약·질의검토,1.305,0.878816,0.0,0.0,0.0297,0.0297
용이해야,용이해야,6,4,3,0.5,0.977,1,0.1667,0.716,2,0.3333,1.305,계약·질의검토,1.305,0.878816,0.0296,0.0,0.0,0.0296
오케스트레이터,오케스트레이터,11,1,1,0.0909,0.178,3,0.2727,1.172,7,0.6364,2.492,계약·질의검토,2.492,0.005926,0.0,0.0134,0.0161,0.0295
서버에,서버,6,5,2,0.3333,0.651,3,0.5,2.149,1,0.1667,0.653,견적반영,2.149,0.298634,0.0,0.0295,0.0,0.0295
수집·관리,수집·관리,3,2,2,0.6667,1.302,0,0.0,0.0,1,0.3333,1.305,계약·질의검토,1.305,0.633592,0.0,0.0294,0.0,0.0294
지침서,지침서,3,2,3,1.0,1.953,0,0.0,0.0,0,0.0,0.0,통상수용,1.953,0.238141,0.0294,0.0,0.0,0.0294
등록된,등록된,13,5,5,0.3846,0.751,5,0.3846,1.653,3,0.2308,0.904,견적반영,1.653,0.415459,0.0293,0.0,0.0,0.0293
감리계획에,감리계획,3,3,3,1.0,1.953,0,0.0,0.0,0,0.0,0.0,통상수용,1.953,0.238141,0.0293,0.0,0.0,0.0293
파일,파일,54,9,18,0.3333,0.651,19,0.3519,1.512,17,0.3148,1.233,견적반영,1.512,0.019593,0.0098,0.0193,0.0,0.0291
접근권한,접근권한,12,7,6,0.5,0.977,3,0.25,1.074,3,0.25,0.979,견적반영,1.074,0.989839,0.0291,0.0,0.0,0.0291
일치하지,일치하지,5,5,3,0.6,1.172,1,0.2,0.86,1,0.2,0.783,통상수용,1.172,0.923241,0.029,0.0,0.0,0.029
데이터로,데이터,9,4,3,0.3333,0.651,5,0.5556,2.388,1,0.1111,0.435,견적반영,2.388,0.067919,0.0,0.0289,0.0,0.0289
완료보고,완료보고,4,4,4,1.0,1.953,0,0.0,0.0,0,0.0,0.0,통상수용,1.953,0.147302,0.0289,0.0,0.0,0.0289
착수보고,착수보고,4,4,4,1.0,1.953,0,0.0,0.0,0,0.0,0.0,통상수용,1.953,0.147302,0.0289,0.0,0.0,0.0289
개발하여,개발하여,3,2,1,0.3333,0.651,0,0.0,0.0,2,0.6667,2.61,계약·질의검토,2.61,0.236826,0.0289,0.0,0.0,0.0289
SW,SW,47,9,15,0.3191,0.623,13,0.2766,1.189,19,0.4043,1.583,계약·질의검토,1.583,0.015766,0.0,0.0113,0.0174,0.0287
콘텐츠는,콘텐츠,5,5,5,1.0,1.953,0,0.0,0.0,0,0.0,0.0,통상수용,1.953,0.091019,0.0287,0.0,0.0,0.0287
상위표준,상위표준,3,3,3,1.0,1.953,0,0.0,0.0,0,0.0,0.0,통상수용,1.953,0.238141,0.0287,0.0,0.0,0.0287
H100,H100,3,2,0,0.0,0.0,1,0.3333,1.433,2,0.6667,2.61,계약·질의검토,2.61,0.160029,0.0,0.0,0.0286,0.0286
포함하고,포함하고,7,4,2,0.2857,0.558,4,0.5714,2.456,1,0.1429,0.559,견적반영,2.456,0.103664,0.0285,0.0,0.0,0.0285
접근제어,접근제어,9,7,3,0.3333,0.651,3,0.3333,1.433,3,0.3333,1.305,견적반영,1.433,0.554912,0.0284,0.0,0.0,0.0284
10GbE,10GbE,6,2,0,0.0,0.0,3,0.5,2.149,3,0.5,1.958,견적반영,2.149,0.041571,0.0,0.0,0.0284,0.0284
구성되어야,구성되어야,6,4,1,0.1667,0.326,2,0.3333,1.433,3,0.5,1.958,계약·질의검토,1.958,0.213995,0.0,0.0284,0.0,0.0284
발급,발급,6,4,2,0.3333,0.651,2,0.3333,1.433,2,0.3333,1.305,견적반영,1.433,0.676146,0.0,0.0283,0.0,0.0283
제출,제출,91,10,46,0.5055,0.987,18,0.1978,0.85,27,0.2967,1.162,계약·질의검토,1.162,0.546133,0.0282,0.0,0.0,0.0282
결함,결함,14,7,5,0.3571,0.698,0,0.0,0.0,9,0.6429,2.517,계약·질의검토,2.517,0.002104,0.0,0.0,0.0282,0.0282
응답의,응답,6,4,3,0.5,0.977,0,0.0,0.0,3,0.5,1.958,계약·질의검토,1.958,0.243968,0.0,0.0,0.0282,0.0282
분석은,분석,3,2,0,0.0,0.0,0,0.0,0.0,3,1.0,3.915,계약·질의검토,3.915,0.012436,0.0,0.028,0.0,0.028
